Run,Seed,Mission Incentive Weight,Reward Regime,Ticks,Completed Tasks,Failed Tasks,Completion Rate (%),Discovered Completion (%),Explored Area (%),Individual Tasks,Cooperative Tasks,Completed Cooperative Tasks,Total Bids,Contested Auction Rounds,Unresolved Auction Rounds,Contracts Awarded,Contract Memberships,Contract Releases,Coalition Attempts,Coalitions Formed,Coalition Tasks Completed,Coalition Success (%),Coalition Formation Efficiency (%),Mean Coalition Size,Mean Coalition Delay,Task Value,Rewards Distributed,Mission Bonuses,Reward Gini,Contract Gini,Top 20% Reward Share (%),Current Links,Mean Network Degree,Network Density,Isolated Robots,Information Transmissions,Unique Information Acquisitions,Information Coverage (%),Information Redundancy,Mean Reputation,Competitive Robots,Cooperative Robots,Balanced Robots,Strategy Switches,Coordination Overhead,Mission Efficiency,Energy Used,Energy Remaining,Failed — Undiscovered,Failed — Auction/No Feasible,Failed — Deadline After Assignment,Failed — Other,Task State Pass,Energy Error,Reward Error,Reputation Bounds Pass,Strategy Validity Pass
41,11,0,mission-aligned,309,26,4,86.66666666666667,89.65517241379311,67.20492118415994,12,18,14,2224,231,622,34,74,8,644,22,14,63.63636363636363,3.4161490683229814,2.857142857142857,66.73333333333333,3527.261302056697,3527.261302056697,0,0.3079675084397544,0.34774774774774775,38.16169691699692,8,1.0666666666666667,0.0761904761904762,6,462,403,96.66666666666667,0.1277056277056277,0.4994140014664433,3,7,5,60,128.3846153846154,0.8842295585795397,710.0787045425454,1577.45690390874,1,2,0,1,True,4.547473508864641e-13,0,True,True
42,11,0.1,mission-aligned,309,26,4,86.66666666666667,92.85714285714286,67.9354094579008,12,18,14,2399,221,646,30,64,4,664,18,14,77.77777777777777,2.710843373493976,2.857142857142857,59.42857142857143,3512.9123581390318,3864.203593952935,351.2912358139033,0.30108121449085656,0.2958333333333334,35.78699608809909,7,0.9333333333333333,0.06666666666666667,5,463,389,93.33333333333333,0.15982721382289417,0.5034366368970017,3,8,4,52,135.76923076923077,0.8422722254260476,714.7564990191751,1572.7791094321108,2,2,0,0,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
43,11,0.25,mission-aligned,309,25,5,83.33333333333333,83.33333333333333,68.01230296039985,12,18,13,1768,164,557,29,61,4,574,17,13,76.47058823529412,2.961672473867596,2.923076923076923,65.53846153846153,3313.2546337191616,4141.5682921489515,828.3136584297904,0.34750926045450514,0.3715846994535519,38.12545836450052,7,0.9333333333333333,0.06666666666666667,5,457,407,98.44444444444444,0.10940919037199125,0.5027697303920725,2,7,6,50,112.12,0.9527004875125172,724.7505387553709,1562.7850696959144,0,5,0,0,True,2.2737367544323206e-13,0,True,True
44,11,0.5,mission-aligned,303,26,4,86.66666666666667,86.66666666666667,64.66743560169165,12,18,14,1544,154,563,33,72,7,584,21,14,66.66666666666667,3.595890410958904,2.857142857142857,78.21428571428571,3544.4693798036383,5316.704069705457,1772.2346899018191,0.35525207119013547,0.287037037037037,40.421235948851276,8,1.0666666666666667,0.0761904761904762,7,454,403,97.33333333333333,0.11233480176211454,0.5015046122503976,4,8,3,61,99.57692307692308,1.0966447382692572,694.1035756735386,1593.4320327777466,0,4,0,0,True,0,9.094947017729282e-13,True,True
45,12,0,mission-aligned,315,28,2,93.33333333333333,100,68.35832372164552,16,14,14,2231,255,490,36,78,8,512,22,14,63.63636363636363,4.296875,2.857142857142857,78.57142857142857,3554.7453298682053,3554.7453298682053,0,0.3110167654190248,0.3111111111111111,33.87635110473937,14,1.8666666666666667,0.13333333333333333,4,416,390,93.33333333333333,0.0625,0.49924550018621244,3,9,3,75,113.10714285714286,0.9204487874866869,720.9697023824046,1506.671668032192,2,0,0,0,True,1.1368683772161603e-12,0,True,True
46,12,0.1,mission-aligned,265,30,0,100,100,60.86120722798923,16,14,14,1966,222,402,33,65,3,419,17,14,82.3529411764706,4.05727923627685,2.857142857142857,45.357142857142854,3737.5573061044042,4111.313036714844,373.75573061044054,0.42185235865079007,0.39384615384615396,43.4432321224299,14,1.8666666666666667,0.13333333333333333,2,439,390,94.44444444444444,0.11161731207289294,0.50717585942215,5,5,5,62,94.23333333333333,1.1040520705944057,607.3089049433664,1620.3324654712305,0,0,0,0,True,9.094947017729282e-13,0,True,True
47,12,0.25,mission-aligned,327,25,5,83.33333333333333,89.28571428571429,70.66512879661668,16,14,10,2673,281,540,30,59,5,555,15,10,66.66666666666667,2.7027027027027026,2.9,65.1,2976.556502519263,3720.695628149079,744.1391256298157,0.3711270542528602,0.30508474576271194,38.0501072932355,8,1.0666666666666667,0.0761904761904762,5,423,388,93.33333333333333,0.08274231678486997,0.5006801355804271,5,6,4,76,146.24,0.681675254554581,745.5315450891635,1482.1098253254331,2,3,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
48,12,0.5,mission-aligned,302,30,0,100,100,65.32103037293349,16,14,14,968,94,367,35,71,5,386,19,14,73.6842105263158,4.922279792746114,2.857142857142857,55.5,3737.557306104404,5606.335959156606,1868.778653052202,0.37733478684127597,0.3380281690140845,43.710424511834205,11,1.4666666666666666,0.10476190476190476,4,460,414,100,0.1,0.5031930439603836,4,7,4,67,60.63333333333333,1.5214448164246483,683.5842058521424,1544.0571645624539,0,0,0,0,True,4.547473508864641e-13,0,True,True
49,13,0,mission-aligned,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,3324.195520877958,0,0.34880687404170496,0.32266666666666666,38.55855527433409,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,3,8,4,59,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,0,True,True
50,13,0.1,mission-aligned,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,3656.6150729657547,332.4195520877959,0.3488068740417052,0.32266666666666666,38.55855527433408,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,5,8,2,58,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
51,13,0.25,mission-aligned,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,4155.244401097448,831.0488802194897,0.3488068740417054,0.32266666666666666,38.558555274334076,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,5,8,2,58,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
52,13,0.5,mission-aligned,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,4986.293281316937,1662.097760438979,0.3488068740417052,0.32266666666666666,38.55855527433409,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,4,8,3,55,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
53,14,0,mission-aligned,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,3612.5019936476406,0,0.32836086603805703,0.37232704402515715,36.522267056926594,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
54,14,0.1,mission-aligned,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,3973.7521930124035,361.25019936476417,0.32836086603805725,0.37232704402515715,36.52226705692659,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
55,14,0.25,mission-aligned,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,4515.62749205955,903.1254984119099,0.3283608660380568,0.37232704402515715,36.522267056926594,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,0,True,True
56,14,0.5,mission-aligned,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,5418.75299047146,1806.2509968238198,0.3283608660380575,0.37232704402515715,36.522267056926594,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,0,True,True
57,15,0,mission-aligned,340,20,10,66.66666666666667,68.96551724137932,73.81776239907728,11,19,9,3324,333,707,24,49,4,720,13,9,69.23076923076923,1.8055555555555556,2.888888888888889,46.63636363636363,2464.150208555705,2464.150208555705,0,0.30578047665546904,0.25034013605442174,32.054107115167625,3,0.4,0.02857142857142857,10,448,400,96.66666666666667,0.10714285714285714,0.5000095856151267,4,5,6,95,224.8,0.4683432273451072,813.4195416558277,1439.8052829560793,1,7,0,2,True,0,4.547473508864641e-13,True,True
58,15,0.1,mission-aligned,340,22,8,73.33333333333333,73.33333333333333,74.39446366782006,11,19,11,3509,366,738,23,46,1,750,12,11,91.66666666666667,1.6,2.909090909090909,17.363636363636363,2802.7655566720487,3083.042112339254,280.2765556672049,0.36799250169702313,0.29565217391304355,41.89307986518353,6,0.8,0.05714285714285714,4,437,413,100,0.05491990846681922,0.5036186503569834,3,7,5,84,213.5,0.5099390122320144,823.2760044662621,1429.9488201456447,0,8,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
59,15,0.25,mission-aligned,340,20,10,66.66666666666667,68.96551724137932,74.12533640907343,11,19,10,3422,359,738,23,48,3,751,13,10,76.92307692307692,1.7310252996005326,2.9,43,2563.5325089929065,3204.415636241133,640.8831272482269,0.3771231905380381,0.2972222222222223,39.86027899159875,5,0.6666666666666666,0.047619047619047616,7,416,398,96.66666666666667,0.04326923076923077,0.5007259331523748,4,8,3,92,229.6,0.475637129386746,815.6812309378583,1437.5435936740494,1,7,0,2,True,0,4.547473508864641e-13,True,True
60,15,0.5,mission-aligned,340,23,7,76.66666666666667,76.66666666666667,74.81737793156478,11,19,12,3435,321,766,24,49,1,779,13,12,92.3076923076923,1.668806161745828,2.9166666666666665,33,3015.8140812858837,4523.721121928826,1507.9070406429419,0.34926344444674084,0.29659863945578224,38.595446028931455,9,1.2,0.08571428571428572,6,422,412,99.77777777777777,0.023696682464454975,0.5043832622820166,5,6,4,76,201.6086956521739,0.5534572239851662,822.0463771897823,1431.1784474221247,0,7,0,0,True,4.547473508864641e-13,0,True,True
61,16,0,mission-aligned,263,29,1,96.66666666666667,100,60.5920799692426,14,16,15,564,35,280,36,75,7,302,22,15,68.18181818181819,7.28476821192053,2.8,47.6,3688.2317668225555,3688.2317668225555,2.842170943040401e-14,0.27514630318969147,0.1777777777777778,36.827242577008356,10,1.3333333333333333,0.09523809523809523,3,436,399,95.33333333333333,0.08486238532110092,0.5028373194493628,6,5,4,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0,4.547473508864641e-13,True,True
62,16,0.1,mission-aligned,263,29,1,96.66666666666667,100,60.5920799692426,14,16,15,564,35,280,36,75,7,302,22,15,68.18181818181819,7.28476821192053,2.8,47.6,3688.2317668225555,4057.0549435048106,368.8231766822557,0.27514630318969147,0.1777777777777778,36.82724257700835,10,1.3333333333333333,0.09523809523809523,3,436,399,95.33333333333333,0.08486238532110092,0.5028373194493628,6,5,4,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0,4.547473508864641e-13,True,True
63,16,0.25,mission-aligned,263,29,1,96.66666666666667,100,60.5920799692426,14,16,15,564,35,280,36,75,7,302,22,15,68.18181818181819,7.28476821192053,2.8,47.6,3688.2317668225555,4610.289708528194,922.057941705639,0.27514630318969147,0.1777777777777778,36.82724257700837,10,1.3333333333333333,0.09523809523809523,3,436,399,95.33333333333333,0.08486238532110092,0.5028373194493628,6,5,4,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0,9.094947017729282e-13,True,True
64,16,0.5,mission-aligned,259,29,1,96.66666666666667,96.66666666666667,60.74586697424068,14,16,15,554,27,292,33,67,4,311,19,15,78.94736842105263,6.109324758842444,2.8,35.333333333333336,3716.0426228716556,5574.063934307483,1858.0213114358278,0.22688386691549844,0.21492537313432836,34.08268950589988,5,0.6666666666666666,0.047619047619047616,7,431,398,95.33333333333333,0.0765661252900232,0.5049423586475512,8,4,3,36,44.827586206896555,1.9860391485260434,604.082262214997,1721.2891370646541,0,1,0,0,True,4.547473508864641e-13,0,True,True
65,17,0,mission-aligned,222,29,1,96.66666666666667,100,52.979623221837755,19,11,11,1114,131,324,32,59,3,338,14,11,78.57142857142857,4.1420118343195265,2.909090909090909,46.72727272727273,3676.4478095285504,3676.4478095285504,0,0.44688598068187724,0.4067796610169492,44.31710652578986,13,1.7333333333333334,0.12380952380952381,3,415,386,92.66666666666667,0.06987951807228916,0.506225019592036,7,3,5,61,64.48275862068965,1.5602847040376295,515.2672889215769,1759.9907155007677,1,0,0,0,True,1.1368683772161603e-12,0,True,True
66,17,0.1,mission-aligned,222,29,1,96.66666666666667,100,52.979623221837755,19,11,11,1114,131,324,32,59,3,338,14,11,78.57142857142857,4.1420118343195265,2.909090909090909,46.72727272727273,3676.4478095285504,4044.0925904814058,367.6447809528552,0.44688598068187746,0.4067796610169492,44.31710652578987,13,1.7333333333333334,0.12380952380952381,3,415,386,92.66666666666667,0.06987951807228916,0.506225019592036,7,3,5,61,64.48275862068965,1.5602847040376295,515.2672889215769,1759.9907155007677,1,0,0,0,True,1.1368683772161603e-12,0,True,True
67,17,0.25,mission-aligned,259,26,4,86.66666666666667,89.65517241379311,62.745098039215684,19,11,7,805,92,225,26,39,0,232,7,7,100,3.0172413793103448,2.857142857142857,39.42857142857143,3139.3024917227935,3924.128114653491,784.8256229306984,0.28907730674788024,0.3042735042735043,34.67273416734249,3,0.4,0.02857142857142857,10,425,387,92.44444444444444,0.08941176470588236,0.5053320089441838,6,6,3,60,56.23076923076923,1.5431463862196144,610.3517113845741,1664.9062930377695,1,3,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
68,17,0.5,mission-aligned,271,25,5,83.33333333333333,100,60.63052672049212,19,11,10,637,63,225,28,53,3,238,13,10,76.92307692307692,5.46218487394958,2.9,37.9,3205.839489730485,4808.759234595728,1602.9197448652426,0.42488721381572425,0.3748427672955974,40.65053574825548,4,0.5333333333333333,0.0380952380952381,8,383,342,82.22222222222223,0.10704960835509138,0.5039680299798724,7,3,5,66,50.44,1.7363429507359398,626.3169896083646,1648.94101481398,5,0,0,0,True,1.1368683772161603e-12,9.094947017729282e-13,True,True
69,18,0,mission-aligned,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,3109.7868206348453,0,0.373580637819533,0.3254237288135593,38.053136306059436,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,2,8,5,70,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
70,18,0.1,mission-aligned,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,3420.765502698329,310.97868206348465,0.37358063781953277,0.3254237288135593,38.053136306059436,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,2,8,5,70,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
71,18,0.25,mission-aligned,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,3887.2335257935556,777.4467051587112,0.37358063781953277,0.3254237288135593,38.053136306059436,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,1,9,5,69,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,0,True,True
72,18,0.5,mission-aligned,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,4664.680230952267,1554.8934103174226,0.37358063781953277,0.3254237288135593,38.05313630605943,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,2,8,5,68,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,0,True,True
73,19,0,mission-aligned,267,27,3,90,93.10344827586206,61.937716262975776,19,11,9,2251,208,440,30,52,3,452,12,9,75,2.6548672566371683,2.7777777777777777,35,3223.2240955789375,3223.2240955789375,0,0.28302532237448474,0.2666666666666666,32.432767573045446,6,0.8,0.05714285714285714,6,422,403,96.66666666666667,0.045023696682464455,0.5028182693938539,3,2,10,39,115.85185185185185,0.8626374725579092,627.4758639818549,1575.5796554109727,1,2,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
74,19,0.1,mission-aligned,222,29,1,96.66666666666667,96.66666666666667,56.286043829296425,19,11,10,900,117,266,29,48,0,276,10,10,100,3.6231884057971016,2.9,29.8,3393.786474326798,3733.1651217594776,339.37864743267994,0.20975184161963134,0.22222222222222232,29.248019628720904,6,0.8,0.05714285714285714,6,425,384,92.44444444444444,0.09647058823529411,0.5084454758715184,3,4,8,42,55.206896551724135,1.6159959387991414,540.1206703828387,1662.9348490099892,0,1,0,0,True,2.2737367544323206e-12,0,True,True
75,19,0.25,mission-aligned,222,29,1,96.66666666666667,96.66666666666667,56.286043829296425,19,11,10,900,117,266,29,48,0,276,10,10,100,3.6231884057971016,2.9,29.8,3393.786474326798,4242.233092908497,848.4466185816993,0.20975184161963156,0.22222222222222232,29.24801962872089,6,0.8,0.05714285714285714,6,425,384,92.44444444444444,0.09647058823529411,0.5084454758715184,3,4,8,42,55.206896551724135,1.6159959387991414,540.1206703828387,1662.9348490099892,0,1,0,0,True,2.2737367544323206e-12,0,True,True
76,19,0.5,mission-aligned,264,29,1,96.66666666666667,96.66666666666667,63.01422529796232,19,11,10,1788,214,364,32,57,3,377,13,10,76.92307692307692,3.4482758620689653,2.9,52.2,3393.7864743267974,5090.679711490196,1696.8932371633987,0.3200215774853392,0.32748538011695905,34.243440887924464,10,1.3333333333333333,0.09523809523809523,3,444,416,99.55555555555556,0.06306306306306306,0.503114620841662,4,6,5,50,90.06896551724138,1.0528748723817365,639.3521412184734,1563.7033781743544,0,1,0,0,True,2.2737367544323206e-12,0,True,True
77,20,0,mission-aligned,292,28,2,93.33333333333333,93.33333333333333,64.62898885044214,18,12,10,1616,180,447,32,58,4,461,14,10,71.42857142857143,3.036876355748373,2.8,55.2,3177.9354556643693,3177.9354556643693,0,0.19319357368952317,0.193103448275862,29.55918492827576,9,1.2,0.08571428571428572,4,444,417,100,0.060810810810810814,0.502211213281848,7,3,5,59,90.17857142857143,0.9920557238830094,705.384022850651,1649.1655327744909,0,2,0,0,True,0,9.094947017729282e-13,True,True
78,20,0.1,mission-aligned,292,28,2,93.33333333333333,93.33333333333333,65.16724336793541,18,12,10,1483,149,394,31,55,3,407,13,10,76.92307692307692,3.194103194103194,2.8,55.7,3161.23918282441,3477.36310110685,316.1239182824411,0.2510812050522233,0.24242424242424243,32.28491016659502,4,0.5333333333333333,0.0380952380952381,9,454,418,100,0.07929515418502203,0.503364718854768,3,3,9,59,83.82142857142857,1.04501541338522,714.0646472130975,1640.4849084120447,0,2,0,0,True,2.2737367544323206e-13,0,True,True
79,20,0.25,mission-aligned,292,26,4,86.66666666666667,92.85714285714286,64.78277585544022,18,12,9,2496,210,460,28,48,2,471,11,9,81.81818181818181,2.335456475583864,2.7777777777777777,47.2,2929.625436043856,3662.031795054819,732.4063590109638,0.27447771744843985,0.21944444444444455,34.07087972553026,10,1.3333333333333333,0.09523809523809523,5,427,388,93.33333333333333,0.09133489461358314,0.5033985705066805,5,4,6,52,130.6153846153846,0.7175112542178713,726.0376092669334,1628.511946358209,2,1,0,1,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
80,20,0.5,mission-aligned,292,27,3,90,96.42857142857143,66.35909265667051,18,12,10,2159,204,487,29,51,2,499,12,10,83.33333333333333,2.404809619238477,2.8,51.9,3054.5517852350577,4581.827677852586,1527.2758926175284,0.29997573411694467,0.24575163398692812,34.54068728222228,9,1.2,0.08571428571428572,5,440,390,93.33333333333333,0.11363636363636363,0.504262126195043,5,3,7,58,114.81481481481481,0.810105538447153,720.5603038959107,1633.989251729232,2,1,0,0,True,9.094947017729282e-13,1.8189894035458565e-12,True,True
81,21,0,mission-aligned,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,3256.0318837157806,0,0.34643164221986855,0.3034482758620689,38.729517380808794,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
82,21,0.1,mission-aligned,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,3581.635072087359,325.6031883715783,0.34643164221986855,0.3034482758620689,38.72951738080881,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
83,21,0.25,mission-aligned,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,4070.0398546447263,814.0079709289452,0.3464316422198681,0.3034482758620689,38.729517380808794,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
84,21,0.5,mission-aligned,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,4884.047825573671,1628.0159418578903,0.34643164221986833,0.3034482758620689,38.729517380808794,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
85,22,0,mission-aligned,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,3407.506705030622,0,0.1644645564886309,0.19770114942528738,30.398615091417103,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
86,22,0.1,mission-aligned,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,3748.257375533685,340.7506705030623,0.1644645564886309,0.19770114942528738,30.39861509141711,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
87,22,0.25,mission-aligned,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,4259.3833812882785,851.8766762576554,0.16446455648863112,0.19770114942528738,30.39861509141711,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,9.094947017729282e-13,True,True
88,22,0.5,mission-aligned,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,5111.260057545934,1703.753352515311,0.16446455648863068,0.19770114942528738,30.398615091417106,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,0,True,True
89,23,0,mission-aligned,303,26,4,86.66666666666667,86.66666666666667,67.74317570165321,15,15,11,2438,215,516,28,52,2,529,13,11,84.61538461538461,2.4574669187145557,2.8181818181818183,51.63636363636363,2977.906487859634,2977.906487859634,0,0.28794089385029875,0.2666666666666666,33.39012256495905,12,1.6,0.11428571428571428,3,466,419,100,0.10085836909871244,0.5036777968076466,2,7,6,77,132.1153846153846,0.727387708826668,705.9741649789829,1521.5037565940859,0,4,0,0,True,0,9.094947017729282e-13,True,True
90,23,0.1,mission-aligned,303,26,4,86.66666666666667,86.66666666666667,67.74317570165321,15,15,11,2438,215,516,28,52,2,529,13,11,84.61538461538461,2.4574669187145557,2.8181818181818183,51.63636363636363,2977.906487859634,3275.697136645597,297.7906487859635,0.28794089385029875,0.2666666666666666,33.39012256495906,12,1.6,0.11428571428571428,3,466,419,100,0.10085836909871244,0.5036777968076466,3,7,5,77,132.1153846153846,0.727387708826668,705.9741649789829,1521.5037565940859,0,4,0,0,True,0,0,True,True
91,23,0.25,mission-aligned,303,26,4,86.66666666666667,86.66666666666667,68.81968473663976,15,15,11,2492,229,488,29,55,3,502,14,11,78.57142857142857,2.7888446215139444,2.8181818181818183,56.63636363636363,2977.906487859634,3722.383109824542,744.4766219649084,0.30088324123057153,0.2618181818181817,34.80470770971818,5,0.6666666666666666,0.047619047619047616,8,460,419,100,0.0891304347826087,0.5021356249684338,3,6,6,68,132.96153846153845,0.7223368080008098,706.6010565645929,1520.876865008475,0,4,0,0,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
