Run,Seed,Mission Incentive Weight,Reward Regime,Ticks,Completed Tasks,Failed Tasks,Completion Rate (%),Discovered Completion (%),Explored Area (%),Individual Tasks,Cooperative Tasks,Completed Cooperative Tasks,Total Bids,Contested Auction Rounds,Unresolved Auction Rounds,Contracts Awarded,Contract Memberships,Contract Releases,Coalition Attempts,Coalitions Formed,Coalition Tasks Completed,Coalition Success (%),Coalition Formation Efficiency (%),Mean Coalition Size,Mean Coalition Delay,Task Value,Rewards Distributed,Mission Bonuses,Reward Gini,Contract Gini,Top 20% Reward Share (%),Current Links,Mean Network Degree,Network Density,Isolated Robots,Information Transmissions,Unique Information Acquisitions,Information Coverage (%),Information Redundancy,Mean Reputation,Competitive Robots,Cooperative Robots,Balanced Robots,Strategy Switches,Coordination Overhead,Mission Efficiency,Energy Used,Energy Remaining,Failed — Undiscovered,Failed — Auction/No Feasible,Failed — Deadline After Assignment,Failed — Other,Task State Pass,Energy Error,Reward Error,Reputation Bounds Pass,Strategy Validity Pass
92,23,0.5,mission-aligned,301,26,4,86.66666666666667,89.65517241379311,66.62821991541715,15,15,12,2348,229,530,30,60,4,546,16,12,75,2.93040293040293,2.8333333333333335,72.91666666666667,2982.2464957796215,4473.369743669432,1491.1232478898107,0.36652517323714373,0.2844444444444445,38.91876922670328,5,0.6666666666666666,0.047619047619047616,9,436,402,96.66666666666667,0.0779816513761468,0.5022802159354495,5,2,8,84,128.23076923076923,0.7442163582999148,707.2305083326231,1520.247413240446,1,3,0,0,True,4.547473508864641e-13,0,True,True
93,24,0,mission-aligned,260,26,4,86.66666666666667,92.85714285714286,61.13033448673587,18,12,10,1646,130,545,32,60,6,561,16,10,62.5,2.8520499108734403,2.7,67.2,3168.342942128911,3168.342942128911,0,0.26783861066034764,0.2844444444444445,36.22665293841057,10,1.3333333333333333,0.09523809523809523,5,391,378,90.88888888888889,0.03324808184143223,0.4999796801304294,4,3,8,49,100.15384615384616,0.9919732057663972,602.980365307401,1627.4359218789582,2,2,0,0,True,6.821210263296962e-13,0,True,True
94,24,0.1,mission-aligned,247,28,2,93.33333333333333,93.33333333333333,61.783929257977704,18,12,10,2171,155,495,30,50,2,507,12,10,83.33333333333333,2.366863905325444,2.7,61.7,3326.5537042263477,3659.2090746489816,332.65537042263486,0.33140450635956364,0.28533333333333344,41.302783108561506,16,2.1333333333333333,0.1523809523809524,3,447,413,99.55555555555556,0.07606263982102908,0.506393770202003,6,2,7,50,111.67857142857143,0.9029510491782509,591.0908565904499,1639.32543059591,0,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
95,24,0.25,mission-aligned,247,28,2,93.33333333333333,93.33333333333333,61.783929257977704,18,12,10,2171,155,495,30,50,2,507,12,10,83.33333333333333,2.366863905325444,2.7,61.7,3326.5537042263477,4158.192130282933,831.6384260565869,0.331404506359563,0.28533333333333344,41.302783108561506,16,2.1333333333333333,0.1523809523809524,3,447,413,99.55555555555556,0.07606263982102908,0.506393770202003,6,2,7,50,111.67857142857143,0.9029510491782509,591.0908565904499,1639.32543059591,0,2,0,0,True,2.2737367544323206e-13,0,True,True
96,24,0.5,mission-aligned,247,28,2,93.33333333333333,93.33333333333333,61.783929257977704,18,12,10,2171,155,495,30,50,2,507,12,10,83.33333333333333,2.366863905325444,2.7,61.7,3326.5537042263477,4989.830556339519,1663.2768521131738,0.33140450635956364,0.28533333333333344,41.30278310856151,16,2.1333333333333333,0.1523809523809524,3,447,413,99.55555555555556,0.07606263982102908,0.506393770202003,6,2,7,50,111.67857142857143,0.9029510491782509,591.0908565904499,1639.32543059591,0,2,0,0,True,2.2737367544323206e-13,0,True,True
97,25,0,mission-aligned,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,3117.4250321672625,0,0.2820396087219734,0.22608695652173916,34.02923476267092,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,5,4,6,42,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
98,25,0.1,mission-aligned,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,3429.1675353839896,311.7425032167264,0.2820396087219734,0.22608695652173916,34.02923476267092,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,4,4,7,38,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
99,25,0.25,mission-aligned,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,3896.7812902090786,779.3562580418155,0.2820396087219732,0.22608695652173916,34.02923476267093,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,5,4,6,37,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,0,True,True
100,25,0.5,mission-aligned,269,27,3,90,93.10344827586206,67.08958093041139,17,13,11,553,42,216,27,46,0,227,11,11,100,4.845814977973569,2.727272727272727,23.636363636363637,3117.4250321672625,4676.137548250893,1558.7125160836315,0.2820396087219734,0.22608695652173916,34.02923476267092,6,0.8,0.05714285714285714,5,443,402,96.22222222222223,0.09255079006772009,0.5059051571473908,5,4,6,37,45.2962962962963,1.6884439391003454,664.330197867465,1570.9385495444637,1,2,0,0,True,2.2737367544323206e-13,2.7284841053187847e-12,True,True
101,26,0,mission-aligned,274,27,3,90,93.10344827586206,64.85966935793925,18,12,9,1877,191,478,32,60,5,492,14,9,64.28571428571429,2.845528455284553,3,74.77777777777777,3104.1848307193977,3104.1848307193977,0,0.28959385693291684,0.2666666666666666,36.532819009399965,8,1.0666666666666667,0.0761904761904762,7,438,390,93.77777777777777,0.1095890410958904,0.5009213549098565,4,6,5,46,104.14814814814815,0.9122192907775964,638.8932101110469,1600.6203895471513,1,2,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
102,26,0.1,mission-aligned,274,27,3,90,93.10344827586206,64.85966935793925,18,12,9,1877,191,478,32,60,5,492,14,9,64.28571428571429,2.845528455284553,3,74.77777777777777,3104.1848307193977,3414.6033137913364,310.4184830719399,0.2895938569329164,0.2666666666666666,36.53281900939996,8,1.0666666666666667,0.0761904761904762,7,438,390,93.77777777777777,0.1095890410958904,0.5009213549098565,4,6,5,46,104.14814814814815,0.9122192907775964,638.8932101110469,1600.6203895471513,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
103,26,0.25,mission-aligned,274,27,3,90,93.10344827586206,64.85966935793925,18,12,9,1877,191,478,32,60,5,492,14,9,64.28571428571429,2.845528455284553,3,74.77777777777777,3104.1848307193977,3880.2310383992462,776.0462076798493,0.2895938569329164,0.2666666666666666,36.53281900939995,8,1.0666666666666667,0.0761904761904762,7,438,390,93.77777777777777,0.1095890410958904,0.5009213549098565,4,6,5,46,104.14814814814815,0.9122192907775964,638.8932101110469,1600.6203895471513,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
104,26,0.5,mission-aligned,296,26,4,86.66666666666667,92.85714285714286,66.28219915417148,18,12,10,2143,203,419,26,46,0,429,10,10,100,2.331002331002331,3,41,3052.446999909078,4578.670499863617,1526.223499954539,0.28640107600704434,0.2666666666666666,34.59621082722178,8,1.0666666666666667,0.0761904761904762,3,409,389,93.33333333333333,0.0488997555012225,0.5062668431143631,2,6,7,56,114.65384615384616,0.8333081816833875,702.0469579006775,1537.4666417575204,2,2,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
105,27,0,mission-aligned,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,3131.7147948993133,0,0.28910600163010947,0.2379084967320262,36.92774315507765,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,9.094947017729282e-13,True,True
106,27,0.1,mission-aligned,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,3444.8862743892446,313.1714794899314,0.2891060016301099,0.2379084967320262,36.92774315507766,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,4.547473508864641e-13,True,True
107,27,0.25,mission-aligned,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,3914.6434936241412,782.9286987248283,0.2891060016301097,0.2379084967320262,36.92774315507766,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,4.547473508864641e-13,True,True
108,27,0.5,mission-aligned,245,26,4,86.66666666666667,96.29629629629629,58.78508266051519,19,11,11,731,80,215,29,51,3,228,13,11,84.61538461538461,5.701754385964913,2.6363636363636362,29.09090909090909,3131.7147948993133,4697.572192348969,1565.8573974496567,0.2891060016301097,0.2379084967320262,36.92774315507766,9,1.2,0.08571428571428572,7,411,355,85.55555555555556,0.1362530413625304,0.5038998620141623,7,3,5,54,52.80769230769231,1.656034240062892,574.0930215913764,1750.0476234030223,3,1,0,0,True,0,9.094947017729282e-13,True,True
109,28,0,mission-aligned,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,3221.592968255679,0,0.32968579940660003,0.2235897435897436,40.434982998666825,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
110,28,0.1,mission-aligned,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,3543.7522650812466,322.15929682556794,0.32968579940660026,0.2235897435897436,40.43498299866682,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
111,28,0.25,mission-aligned,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,4026.991210319599,805.3982420639197,0.32968579940660003,0.2235897435897436,40.43498299866681,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
112,28,0.5,mission-aligned,242,27,3,90,93.10344827586206,56.55517108804306,18,12,10,1019,73,275,34,65,7,292,17,10,58.8235294117647,5.821917808219178,2.9,55.5,3221.592968255679,4832.389452383519,1610.7964841278394,0.3296857994065996,0.2235897435897436,40.43498299866681,10,1.3333333333333333,0.09523809523809523,3,452,380,91.33333333333333,0.1592920353982301,0.5005257875326802,7,4,4,51,65.55555555555556,1.4246170376812821,563.3747295197096,1711.4720919226409,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
113,29,0,mission-aligned,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,3240.2849051717917,0,0.2929773772405966,0.1918128654970761,38.056540767924524,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,5,4,54,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,0,True,True
114,29,0.1,mission-aligned,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,3564.3133956889715,324.0284905171792,0.292977377240597,0.1918128654970761,38.05654076792453,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,4,5,53,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
115,29,0.25,mission-aligned,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,4050.35613146474,810.0712262929479,0.29297737724059636,0.1918128654970761,38.056540767924524,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,4,5,53,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
116,29,0.5,mission-aligned,238,28,2,93.33333333333333,100,55.97846981930027,17,13,12,447,44,182,30,57,2,196,14,12,85.71428571428571,7.142857142857143,2.9166666666666665,24.75,3240.2849051717917,4860.42735775769,1620.1424525858959,0.29297737724059614,0.1918128654970761,38.05654076792452,7,0.9333333333333333,0.06666666666666667,5,429,388,93.33333333333333,0.09557109557109557,0.505949231362185,6,4,5,53,38.357142857142854,2.016122577777356,574.1864582479877,1699.0040773039582,2,0,0,0,True,6.821210263296962e-13,9.094947017729282e-13,True,True
117,30,0,mission-aligned,288,30,0,100,100,66.01307189542484,14,16,16,576,32,256,33,64,3,275,19,16,84.21052631578948,6.909090909090909,2.625,26.1875,3722.82563189788,3722.82563189788,0,0.288620181214309,0.1937500000000001,34.568391503276686,12,1.6,0.11428571428571428,3,452,405,96.88888888888889,0.10398230088495575,0.5056576008329173,6,5,4,52,43.53333333333333,1.9250656975553213,674.8693929384174,1656.5508992919083,0,0,0,0,True,1.8189894035458565e-12,9.094947017729282e-13,True,True
118,30,0.1,mission-aligned,230,29,1,96.66666666666667,96.66666666666667,53.8638985005767,14,16,15,624,49,224,33,65,4,243,19,15,78.94736842105263,7.818930041152264,2.6,25.466666666666665,3560.909920904236,3917.00091299466,356.09099209042364,0.2728941453704812,0.1825641025641025,32.89785967561953,10,1.3333333333333333,0.09523809523809523,3,435,385,92.44444444444444,0.11494252873563218,0.5051680089474083,9,3,3,57,45.03448275862069,1.9826117782253407,540.0701938791309,1791.3500983511963,0,1,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
119,30,0.25,mission-aligned,292,26,4,86.66666666666667,100,63.47558631295656,14,16,13,745,56,299,29,56,3,315,16,13,81.25,5.079365079365079,2.6923076923076925,32.53846153846154,3146.7964091117688,3933.4955113897113,786.6991022779423,0.33297046836323796,0.3023809523809524,36.457594466899295,9,1.2,0.08571428571428572,6,421,357,85.55555555555556,0.15201900237529692,0.5040095276701015,7,3,5,83,57.07692307692308,1.4990053692270564,679.2562626606037,1652.1640295697239,4,0,0,0,True,0,9.094947017729282e-13,True,True
120,30,0.5,mission-aligned,311,26,4,86.66666666666667,89.65517241379311,66.93579392541331,14,16,12,636,38,315,30,57,4,331,16,12,75,4.833836858006042,2.6666666666666665,31.166666666666668,3105.8199781790136,4658.729967268522,1552.9099890895068,0.4293337504096155,0.34152046783625734,45.54783047618179,11,1.4666666666666666,0.10476190476190476,2,440,393,94.88888888888889,0.10681818181818181,0.5020994921579075,6,6,3,75,54.26923076923077,1.482251124582316,731.3399371204416,1600.0803551098857,1,3,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
