Run,Seed,Reward Regime,Ticks,Completed Tasks,Failed Tasks,Completion Rate (%),Discovered Completion (%),Explored Area (%),Individual Tasks,Cooperative Tasks,Completed Cooperative Tasks,Total Bids,Contested Auction Rounds,Unresolved Auction Rounds,Contracts Awarded,Contract Memberships,Contract Releases,Coalition Attempts,Coalitions Formed,Coalition Tasks Completed,Coalition Success (%),Coalition Formation Efficiency (%),Mean Coalition Size,Mean Coalition Delay,Task Value,Rewards Distributed,Mission Bonuses,Reward Gini,Contract Gini,Top 20% Reward Share (%),Current Links,Mean Network Degree,Network Density,Isolated Robots,Information Transmissions,Unique Information Acquisitions,Information Coverage (%),Information Redundancy,Mean Reputation,Competitive Robots,Cooperative Robots,Balanced Robots,Strategy Switches,Coordination Overhead,Mission Efficiency,Energy Used,Energy Remaining,Failed — Undiscovered,Failed — Auction/No Feasible,Failed — Deadline After Assignment,Failed — Other,Task State Pass,Energy Error,Reward Error,Reputation Bounds Pass,Strategy Validity Pass
41,11,leader-priority,273,25,5,83.33333333333333,83.33333333333333,61.28412149173395,12,18,13,1986,61,1456,32,66,7,1475,19,13,68.42105263157895,1.2881355932203389,2.769230769230769,103.71428571428571,3278.664518974465,3278.664518974465,0,0.3426974522645758,0.3474747474747475,39.01234934403267,13,1.7333333333333334,0.12380952380952381,3,419,403,96.66666666666667,0.03818615751789976,0.5018667212567786,4,5,6,68,155.48,0.7312247721472696,612.7984760096975,1674.7371324415874,0,4,0,1,True,2.2737367544323206e-13,0,True,True
42,11,equal-share,309,26,4,86.66666666666667,89.65517241379311,67.20492118415994,12,18,14,2224,231,622,34,74,8,644,22,14,63.63636363636363,3.4161490683229814,2.857142857142857,66.73333333333333,3527.261302056697,3527.261302056697,0,0.3079675084397544,0.34774774774774775,38.16169691699692,8,1.0666666666666667,0.0761904761904762,6,462,403,96.66666666666667,0.1277056277056277,0.4994140014664433,3,7,5,60,128.3846153846154,0.8842295585795397,710.0787045425454,1577.45690390874,1,2,0,1,True,4.547473508864641e-13,0,True,True
43,11,contribution-based,309,25,5,83.33333333333333,83.33333333333333,63.975394079200306,12,18,13,2334,220,725,31,66,6,744,19,13,68.42105263157895,2.553763440860215,2.769230769230769,70.76923076923077,3363.615188756438,3363.615188756438,0,0.300838042751838,0.24242424242424243,35.07543097868814,11,1.4666666666666666,0.10476190476190476,3,444,418,100,0.05855855855855856,0.5006454939622771,5,7,3,61,141.12,0.7986362332270707,709.6987043838325,1577.8369040674538,0,5,0,0,True,1.1368683772161603e-12,9.094947017729282e-13,True,True
44,11,mission-aligned,309,25,5,83.33333333333333,83.33333333333333,68.01230296039985,12,18,13,1768,164,557,29,61,4,574,17,13,76.47058823529412,2.961672473867596,2.923076923076923,65.53846153846153,3313.2546337191616,4141.5682921489515,828.3136584297904,0.34750926045450514,0.3715846994535519,38.12545836450052,7,0.9333333333333333,0.06666666666666667,5,457,407,98.44444444444444,0.10940919037199125,0.5027697303920725,2,7,6,50,112.12,0.9527004875125172,724.7505387553709,1562.7850696959144,0,5,0,0,True,2.2737367544323206e-13,0,True,True
45,12,leader-priority,327,26,4,86.66666666666667,86.66666666666667,71.81853133410227,16,14,10,2988,321,1146,31,60,5,1161,15,10,66.66666666666667,1.2919896640826873,2.9,80.0909090909091,3136.361696101167,3136.361696101167,0,0.40820007142637227,0.3800000000000001,42.81887896904088,8,1.0666666666666667,0.0761904761904762,4,448,419,100,0.06473214285714286,0.5013895821523228,4,8,3,86,177,0.5869247259706393,770.720510180146,1456.9208602344502,0,3,0,1,True,2.2737367544323206e-13,0,True,True
46,12,equal-share,315,28,2,93.33333333333333,100,68.35832372164552,16,14,14,2231,255,490,36,78,8,512,22,14,63.63636363636363,4.296875,2.857142857142857,78.57142857142857,3554.7453298682053,3554.7453298682053,0,0.3110167654190248,0.3111111111111111,33.87635110473937,14,1.8666666666666667,0.13333333333333333,4,416,390,93.33333333333333,0.0625,0.49924550018621244,3,9,3,75,113.10714285714286,0.9204487874866869,720.9697023824046,1506.671668032192,2,0,0,0,True,1.1368683772161603e-12,0,True,True
47,12,contribution-based,295,30,0,100,100,64.24452133794695,16,14,14,2067,244,557,36,74,6,577,20,14,70,3.466204506065858,2.857142857142857,96.85714285714286,3737.5573061044047,3737.5573061044047,0,0.3588048757957112,0.3927927927927928,38.4267621879369,10,1.3333333333333333,0.09523809523809523,3,447,418,100,0.06487695749440715,0.5028009323578709,6,5,4,80,103.23333333333333,0.9954610845388803,686.5991140735794,1541.0422563410166,0,0,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
48,12,mission-aligned,327,25,5,83.33333333333333,89.28571428571429,70.66512879661668,16,14,10,2673,281,540,30,59,5,555,15,10,66.66666666666667,2.7027027027027026,2.9,65.1,2976.556502519263,3720.695628149079,744.1391256298157,0.3711270542528602,0.30508474576271194,38.0501072932355,8,1.0666666666666667,0.0761904761904762,5,423,388,93.33333333333333,0.08274231678486997,0.5006801355804271,5,6,4,76,146.24,0.681675254554581,745.5315450891635,1482.1098253254331,2,3,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
49,13,leader-priority,304,28,2,93.33333333333333,96.55172413793103,65.20569011918492,16,14,13,1783,177,663,37,80,9,685,22,13,59.09090909090909,3.2116788321167884,2.923076923076923,77.76923076923077,3437.175120085417,3437.175120085417,0,0.31267485695966935,0.20833333333333326,38.614785523725246,9,1.2,0.08571428571428572,2,412,397,94.88888888888889,0.03640776699029126,0.49778062482409147,7,8,0,65,103.17857142857143,0.959427724400575,708.5263671975632,1541.613793036458,1,1,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
50,13,equal-share,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,3324.195520877958,0,0.34880687404170496,0.32266666666666666,38.55855527433409,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,3,8,4,59,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,0,True,True
51,13,contribution-based,303,28,2,93.33333333333333,96.55172413793103,67.08958093041139,16,14,13,788,72,277,30,59,2,292,15,13,86.66666666666667,5.136986301369863,2.923076923076923,28.076923076923077,3466.6655887012366,3466.6655887012366,0,0.2554917337825027,0.2553672316384181,31.64487766905179,6,0.8,0.05714285714285714,6,420,394,94.22222222222223,0.06190476190476191,0.5053406721681468,6,6,3,43,53.642857142857146,1.5733751418996151,727.3305957254137,1522.8095645086082,1,1,0,0,True,1.5916157281026244e-12,4.547473508864641e-13,True,True
52,13,mission-aligned,289,27,3,90,93.10344827586206,64.39830834294501,16,14,11,1301,152,322,28,50,1,334,12,11,91.66666666666667,3.592814371257485,2.8181818181818183,35.18181818181818,3324.195520877958,4155.244401097448,831.0488802194897,0.3488068740417054,0.32266666666666666,38.558555274334076,8,1.0666666666666667,0.0761904761904762,7,416,389,93.55555555555556,0.06490384615384616,0.5060284357370288,5,8,2,58,76,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
53,14,leader-priority,212,30,0,100,100,54.479046520569014,19,11,11,985,107,318,32,57,2,331,13,11,84.61538461538461,3.9274924471299095,2.909090909090909,37.45454545454545,3612.5019936476397,3612.5019936476397,0,0.23506338448913144,0.22923976608187147,30.559354197670782,8,1.0666666666666667,0.0761904761904762,6,424,383,92.22222222222223,0.09669811320754718,0.5081616635535342,4,7,4,41,58.06666666666667,1.6349179315896163,508.59225160325695,1822.1110777805136,0,0,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
54,14,equal-share,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,3612.5019936476406,0,0.32836086603805703,0.37232704402515715,36.522267056926594,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
55,14,contribution-based,243,29,1,96.66666666666667,96.66666666666667,62.51441753171857,19,11,10,586,81,103,29,47,0,113,10,10,100,8.849557522123893,2.8,10.3,3455.523079885279,3455.523079885279,0,0.2780406151921513,0.2695035460992907,33.23602009264337,14,1.8666666666666667,0.13333333333333333,0,468,400,96.44444444444444,0.1452991452991453,0.5070881447841662,6,6,3,49,40.241379310344826,2.0152934680006585,615.6500669768211,1715.0532624069492,0,1,0,0,True,4.547473508864641e-13,1.3642420526593924e-12,True,True
56,14,mission-aligned,216,30,0,100,100,56.47827758554402,19,11,11,549,38,198,31,53,1,210,12,11,91.66666666666667,5.714285714285714,2.8181818181818183,22.818181818181817,3612.5019936476406,4515.62749205955,903.1254984119099,0.3283608660380568,0.37232704402515715,36.522267056926594,9,1.2,0.08571428571428572,4,436,402,96.66666666666667,0.0779816513761468,0.5084720449309155,3,7,5,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,0,True,True
57,15,leader-priority,340,22,8,73.33333333333333,75.86206896551724,72.89504036908882,11,19,11,3062,295,1085,28,61,6,1102,17,11,64.70588235294117,1.5426497277676952,2.909090909090909,48.416666666666664,2802.7655566720487,2802.7655566720487,0,0.27382097693142726,0.2622950819672132,36.711329767043345,6,0.8,0.05714285714285714,5,418,403,96.66666666666667,0.03588516746411483,0.5013034534885477,2,3,10,79,208.54545454545453,0.5214277209117404,802.1755886152046,1451.0492359967025,1,6,0,1,True,4.547473508864641e-13,0,True,True
58,15,equal-share,340,20,10,66.66666666666667,68.96551724137932,73.81776239907728,11,19,9,3324,333,707,24,49,4,720,13,9,69.23076923076923,1.8055555555555556,2.888888888888889,46.63636363636363,2464.150208555705,2464.150208555705,0,0.30578047665546904,0.25034013605442174,32.054107115167625,3,0.4,0.02857142857142857,10,448,400,96.66666666666667,0.10714285714285714,0.5000095856151267,4,5,6,95,224.8,0.4683432273451072,813.4195416558277,1439.8052829560793,1,7,0,2,True,0,4.547473508864641e-13,True,True
59,15,contribution-based,340,25,5,83.33333333333333,83.33333333333333,72.2798923490965,11,19,14,2814,237,657,30,66,5,676,19,14,73.6842105263158,2.8106508875739644,2.857142857142857,64.28571428571429,3240.273761489189,3240.273761489189,0,0.2276540484331373,0.24848484848484853,31.641167112943776,10,1.3333333333333333,0.09523809523809523,4,440,413,100,0.06136363636363636,0.5025756804795011,4,8,3,69,157.4,0.6876755574212234,803.9222524647871,1449.3025721471195,0,5,0,0,True,2.2737367544323206e-13,0,True,True
60,15,mission-aligned,340,20,10,66.66666666666667,68.96551724137932,74.12533640907343,11,19,10,3422,359,738,23,48,3,751,13,10,76.92307692307692,1.7310252996005326,2.9,43,2563.5325089929065,3204.415636241133,640.8831272482269,0.3771231905380381,0.2972222222222223,39.86027899159875,5,0.6666666666666666,0.047619047619047616,7,416,398,96.66666666666667,0.04326923076923077,0.5007259331523748,4,8,3,92,229.6,0.475637129386746,815.6812309378583,1437.5435936740494,1,7,0,2,True,0,4.547473508864641e-13,True,True
61,16,leader-priority,292,27,3,90,90,66.70511341791618,14,16,13,1812,136,872,34,65,7,892,20,13,65,2.242152466367713,2.5384615384615383,80.46153846153847,3402.564728409889,3402.564728409889,0,0.45730316598508414,0.2748717948717949,46.70266783968034,5,0.6666666666666666,0.047619047619047616,6,423,406,98.22222222222223,0.04018912529550828,0.5006191116209527,7,3,5,68,116.07407407407408,0.8942587665532937,687.8994940516603,1637.4719052279897,0,3,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
62,16,equal-share,263,29,1,96.66666666666667,100,60.5920799692426,14,16,15,564,35,280,36,75,7,302,22,15,68.18181818181819,7.28476821192053,2.8,47.6,3688.2317668225555,3688.2317668225555,0,0.27514630318969147,0.1777777777777778,36.827242577008356,10,1.3333333333333333,0.09523809523809523,3,436,399,95.33333333333333,0.08486238532110092,0.5028373194493628,6,5,4,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0,4.547473508864641e-13,True,True
63,16,contribution-based,254,28,2,93.33333333333333,96.55172413793103,61.476355247981544,14,16,14,1569,128,344,31,62,3,361,17,14,82.3529411764706,4.7091412742382275,2.857142857142857,31.714285714285715,3545.183600364561,3545.183600364561,0,0.2009474473096453,0.1548387096774193,30.60673896662233,5,0.6666666666666666,0.047619047619047616,6,503,401,96.44444444444444,0.20278330019880716,0.5052171924184813,5,5,5,41,87,1.2007003405393033,618.5964811271862,1706.774918152465,1,1,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
64,16,mission-aligned,263,29,1,96.66666666666667,100,60.5920799692426,14,16,15,564,35,280,36,75,7,302,22,15,68.18181818181819,7.28476821192053,2.8,47.6,3688.2317668225555,4610.289708528194,922.057941705639,0.27514630318969147,0.1777777777777778,36.82724257700837,10,1.3333333333333333,0.09523809523809523,3,436,399,95.33333333333333,0.08486238532110092,0.5028373194493628,6,5,4,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0,9.094947017729282e-13,True,True
65,17,leader-priority,276,28,2,93.33333333333333,96.55172413793103,61.51480199923107,19,11,10,2231,204,907,35,67,7,924,17,10,58.8235294117647,1.8398268398268398,2.8,104.1,3540.861796704352,3540.861796704352,0,0.35736097053789884,0.28059701492537314,39.42705807027045,9,1.2,0.08571428571428572,6,432,403,96.66666666666667,0.06712962962962964,0.49957493136843645,5,5,5,68,128.35714285714286,0.8424217045345851,638.1939320231318,1637.0640723992126,1,1,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
66,17,equal-share,222,29,1,96.66666666666667,100,52.979623221837755,19,11,11,1114,131,324,32,59,3,338,14,11,78.57142857142857,4.1420118343195265,2.909090909090909,46.72727272727273,3676.4478095285504,3676.4478095285504,0,0.44688598068187724,0.4067796610169492,44.31710652578986,13,1.7333333333333334,0.12380952380952381,3,415,386,92.66666666666667,0.06987951807228916,0.506225019592036,7,3,5,61,64.48275862068965,1.5602847040376295,515.2672889215769,1759.9907155007677,1,0,0,0,True,1.1368683772161603e-12,0,True,True
67,17,contribution-based,259,30,0,100,100,56.78585159554018,19,11,11,1710,213,397,35,66,5,413,16,11,68.75,3.87409200968523,2.909090909090909,74,3770.4021766071205,3770.4021766071205,0,0.38254544883796804,0.35151515151515156,43.78873621742702,9,1.2,0.08571428571428572,4,445,420,100,0.056179775280898875,0.5030627081858671,6,3,6,51,85.76666666666667,1.198749644989584,597.2790767165411,1677.978927705804,0,0,0,0,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
68,17,mission-aligned,259,26,4,86.66666666666667,89.65517241379311,62.745098039215684,19,11,7,805,92,225,26,39,0,232,7,7,100,3.0172413793103448,2.857142857142857,39.42857142857143,3139.3024917227935,3924.128114653491,784.8256229306984,0.28907730674788024,0.3042735042735043,34.67273416734249,3,0.4,0.02857142857142857,10,425,387,92.44444444444444,0.08941176470588236,0.5053320089441838,6,6,3,60,56.23076923076923,1.5431463862196144,610.3517113845741,1664.9062930377695,1,3,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
69,18,leader-priority,238,29,1,96.66666666666667,100,53.24875048058439,17,13,13,1668,155,748,33,65,4,765,17,13,76.47058823529412,2.2222222222222223,2.8461538461538463,81.84615384615384,3675.2341612198575,3675.2341612198575,0,0.4127895969012141,0.29538461538461536,42.345769987444896,8,1.0666666666666667,0.0761904761904762,5,420,392,93.77777777777777,0.06666666666666667,0.50493225076544,8,3,4,48,98.51724137931035,1.0931501070796208,533.0580901175066,1762.5243702793957,1,0,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
70,18,equal-share,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,3109.7868206348453,0,0.373580637819533,0.3254237288135593,38.053136306059436,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,2,8,5,70,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
71,18,contribution-based,329,27,3,90,96.42857142857143,69.20415224913495,17,13,12,1324,96,356,30,58,3,371,15,12,80,4.0431266846361185,2.8333333333333335,39.083333333333336,3398.2768248795064,3398.2768248795064,0,0.4045441372427441,0.3931034482758622,41.84600690532681,8,1.0666666666666667,0.0761904761904762,7,426,387,93.33333333333333,0.09154929577464789,0.5038675904082678,5,4,6,79,78.66666666666667,1.1903778631061606,769.7883241142232,1525.79413628268,2,1,0,0,True,6.821210263296962e-13,0,True,True
72,18,mission-aligned,265,26,4,86.66666666666667,100,61.24567474048443,17,13,10,478,36,182,31,59,5,197,15,10,66.66666666666667,7.614213197969543,2.8,42.3,3109.7868206348453,3887.2335257935556,777.4467051587112,0.37358063781953277,0.3254237288135593,38.053136306059436,13,1.7333333333333334,0.12380952380952381,3,375,360,86.44444444444444,0.04,0.5017430137562082,1,9,5,69,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,0,True,True
73,19,leader-priority,228,29,1,96.66666666666667,96.66666666666667,54.74817377931565,19,11,10,1762,119,582,32,54,3,595,13,10,76.92307692307692,2.1848739495798317,2.7,61.4,3427.518517105418,3427.518517105419,0,0.25425532873077517,0.33333333333333326,30.238745592380546,10,1.3333333333333333,0.09523809523809523,4,433,382,92.66666666666667,0.11778290993071594,0.5050875431696688,3,5,7,58,96.3103448275862,1.0396894353896886,554.6753344192068,1648.3801849736205,0,1,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
74,19,equal-share,267,27,3,90,93.10344827586206,61.937716262975776,19,11,9,2251,208,440,30,52,3,452,12,9,75,2.6548672566371683,2.7777777777777777,35,3223.2240955789375,3223.2240955789375,0,0.28302532237448474,0.2666666666666666,32.432767573045446,6,0.8,0.05714285714285714,6,422,403,96.66666666666667,0.045023696682464455,0.5028182693938539,3,2,10,39,115.85185185185185,0.8626374725579092,627.4758639818549,1575.5796554109727,1,2,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
75,19,contribution-based,252,29,1,96.66666666666667,96.66666666666667,61.24567474048443,19,11,10,2031,164,388,31,53,2,400,12,10,83.33333333333333,3,2.8,48.2,3393.7864743267974,3393.7864743267974,0,0.24204881767593478,0.17861635220125782,36.64598353883781,10,1.3333333333333333,0.09523809523809523,4,435,406,96.88888888888889,0.06666666666666667,0.5055994551251239,6,5,4,33,98.89655172413794,0.9835241429183029,611.6387044620872,1591.4168149307404,0,1,0,0,True,1.3642420526593924e-12,0,True,True
76,19,mission-aligned,222,29,1,96.66666666666667,96.66666666666667,56.286043829296425,19,11,10,900,117,266,29,48,0,276,10,10,100,3.6231884057971016,2.9,29.8,3393.786474326798,4242.233092908497,848.4466185816993,0.20975184161963156,0.22222222222222232,29.24801962872089,6,0.8,0.05714285714285714,6,425,384,92.44444444444444,0.09647058823529411,0.5084454758715184,3,4,8,42,55.206896551724135,1.6159959387991414,540.1206703828387,1662.9348490099892,0,1,0,0,True,2.2737367544323206e-12,0,True,True
77,20,leader-priority,292,25,5,83.33333333333333,86.20689655172414,66.20530565167243,18,12,8,2487,204,821,30,55,5,834,13,8,61.53846153846154,1.5587529976019185,2.875,71.625,2774.9350720195885,2774.9350720195885,0,0.4292141010403798,0.29575757575757566,44.4677053518787,8,1.0666666666666667,0.0761904761904762,4,460,402,96.44444444444444,0.12608695652173912,0.5008000117304682,5,6,4,80,151.44,0.6259454729015135,705.189777947636,1649.3597776775057,1,4,0,0,True,0,9.094947017729282e-13,True,True
78,20,equal-share,292,28,2,93.33333333333333,93.33333333333333,64.62898885044214,18,12,10,1616,180,447,32,58,4,461,14,10,71.42857142857143,3.036876355748373,2.8,55.2,3177.9354556643693,3177.9354556643693,0,0.19319357368952317,0.193103448275862,29.55918492827576,9,1.2,0.08571428571428572,4,444,417,100,0.060810810810810814,0.502211213281848,7,3,5,59,90.17857142857143,0.9920557238830094,705.384022850651,1649.1655327744909,0,2,0,0,True,0,9.094947017729282e-13,True,True
79,20,contribution-based,292,24,6,80,92.3076923076923,66.20530565167243,18,12,9,2391,221,395,26,46,2,406,11,9,81.81818181818181,2.70935960591133,2.7777777777777777,29.22222222222222,2823.576666433709,2823.576666433709,0,0.31838506273770095,0.25217391304347836,35.906294843556786,8,1.0666666666666667,0.0761904761904762,5,392,362,86.66666666666667,0.07653061224489796,0.5034388698477354,2,4,9,69,132.95833333333334,0.728617959912421,714.2498864742499,1640.2996691508924,4,2,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
80,20,mission-aligned,292,26,4,86.66666666666667,92.85714285714286,64.78277585544022,18,12,9,2496,210,460,28,48,2,471,11,9,81.81818181818181,2.335456475583864,2.7777777777777777,47.2,2929.625436043856,3662.031795054819,732.4063590109638,0.27447771744843985,0.21944444444444455,34.07087972553026,10,1.3333333333333333,0.09523809523809523,5,427,388,93.33333333333333,0.09133489461358314,0.5033985705066805,5,4,6,52,130.6153846153846,0.7175112542178713,726.0376092669334,1628.511946358209,2,1,0,1,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
81,21,leader-priority,318,29,1,96.66666666666667,100,69.8961937716263,21,9,9,2569,197,312,31,53,2,323,11,9,81.81818181818181,3.4055727554179565,3,49.22222222222222,3262.9756711159202,3262.9756711159202,0,0.3976158307585267,0.20628930817610058,45.20686274871439,16,2.1333333333333333,0.1523809523809524,7,428,405,96.66666666666667,0.053738317757009345,0.5038056441842442,6,4,5,59,114.55172413793103,0.8014085151469739,772.5510372603278,1410.5456335135236,1,0,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
82,21,equal-share,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,3256.0318837157806,0,0.34643164221986855,0.3034482758620689,38.729517380808794,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
83,21,contribution-based,237,30,0,100,100,56.01691657054979,21,9,9,1158,95,271,31,49,1,281,10,9,90,3.5587188612099645,2.7777777777777777,43.666666666666664,3360.8771353813663,3360.8771353813663,0,0.31031675320445284,0.2204081632653061,40.34016942042429,7,0.9333333333333333,0.06666666666666667,7,420,382,92.66666666666667,0.09047619047619047,0.507301903261465,6,3,6,39,62,1.4008348450018695,577.1958419458655,1605.9008288279867,0,0,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
84,21,mission-aligned,229,29,1,96.66666666666667,100,54.97885428681276,21,9,9,827,72,274,33,58,4,287,13,9,69.23076923076923,4.529616724738676,2.888888888888889,52.77777777777778,3256.0318837157806,4070.0398546447263,814.0079709289452,0.3464316422198681,0.3034482758620689,38.729517380808794,7,0.9333333333333333,0.06666666666666667,7,423,396,95.11111111111111,0.06382978723404255,0.5039581104988419,6,6,3,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
85,22,leader-priority,241,28,2,93.33333333333333,100,58.97731641676278,17,13,13,336,19,137,30,56,2,152,15,13,86.66666666666667,9.868421052631579,2.6923076923076925,21.846153846153847,3237.1283358984165,3237.1283358984165,0,0.3318273442905666,0.22857142857142865,34.97072657594394,5,0.6666666666666666,0.047619047619047616,8,403,367,88.44444444444444,0.08933002481389578,0.5059901772929424,4,4,7,48,31.892857142857142,2.236638088683266,590.3187916620653,1678.3516796188312,2,0,0,0,True,6.821210263296962e-13,0,True,True
86,22,equal-share,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,3407.506705030622,0,0.1644645564886309,0.19770114942528738,30.398615091417103,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
87,22,contribution-based,228,29,1,96.66666666666667,96.66666666666667,57.74702037677816,17,13,12,1081,95,208,30,51,1,221,13,12,92.3076923076923,5.882352941176471,2.6666666666666665,22.5,3273.372547525133,3273.372547525133,0,0.2654852875171214,0.2771241830065361,33.25262748209578,8,1.0666666666666667,0.0761904761904762,4,454,401,97.33333333333333,0.11674008810572688,0.5071141808759312,3,6,6,42,60.58620689655172,1.43972408031805,569.611028859093,1699.0594424218036,0,1,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
88,22,mission-aligned,223,30,0,100,100,55.40176855055748,17,13,13,839,83,227,32,58,2,242,15,13,86.66666666666667,6.198347107438017,2.769230769230769,29.307692307692307,3407.506705030622,4259.3833812882785,851.8766762576554,0.16446455648863112,0.19770114942528738,30.39861509141711,10,1.3333333333333333,0.09523809523809523,4,451,396,96,0.12195121951219512,0.5070563371975189,3,6,6,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,9.094947017729282e-13,True,True
89,23,leader-priority,292,27,3,90,90,66.51287966166859,15,15,12,2249,161,846,31,58,4,862,16,12,75,1.8561484918793503,2.6666666666666665,53.75,3095.8219257220053,3095.8219257220053,0,0.35686474851264793,0.29885057471264376,36.718355199885835,7,0.9333333333333333,0.06666666666666667,4,483,418,99.77777777777777,0.13457556935817805,0.5038104596641397,4,4,7,67,133.25925925925927,0.7376537393410708,663.8497692256426,1563.6281523474272,0,3,0,0,True,6.821210263296962e-13,4.547473508864641e-13,True,True
90,23,equal-share,303,26,4,86.66666666666667,86.66666666666667,67.74317570165321,15,15,11,2438,215,516,28,52,2,529,13,11,84.61538461538461,2.4574669187145557,2.8181818181818183,51.63636363636363,2977.906487859634,2977.906487859634,0,0.28794089385029875,0.2666666666666666,33.39012256495905,12,1.6,0.11428571428571428,3,466,419,100,0.10085836909871244,0.5036777968076466,2,7,6,77,132.1153846153846,0.727387708826668,705.9741649789829,1521.5037565940859,0,4,0,0,True,0,9.094947017729282e-13,True,True
91,23,contribution-based,303,24,6,80,80,67.85851595540177,15,15,9,2352,258,624,26,46,2,635,11,9,81.81818181818181,1.7322834645669292,2.7777777777777777,26.333333333333332,2663.531316961647,2663.531316961647,0,0.3071889071414262,0.2753623188405798,36.62038564345183,3,0.4,0.02857142857142857,9,439,417,100,0.05011389521640091,0.5022811002518293,3,5,7,80,142.83333333333334,0.6490369684639506,697.8206548778229,1529.6572666952454,0,6,0,0,True,2.2737367544323206e-13,1.3642420526593924e-12,True,True
92,23,mission-aligned,303,26,4,86.66666666666667,86.66666666666667,68.81968473663976,15,15,11,2492,229,488,29,55,3,502,14,11,78.57142857142857,2.7888446215139444,2.8181818181818183,56.63636363636363,2977.906487859634,3722.383109824542,744.4766219649084,0.30088324123057153,0.2618181818181817,34.80470770971818,5,0.6666666666666666,0.047619047619047616,8,460,419,100,0.0891304347826087,0.5021356249684338,3,6,6,68,132.96153846153845,0.7223368080008098,706.6010565645929,1520.876865008475,0,4,0,0,True,1.1368683772161603e-12,4.547473508864641e-13,True,True
