Experiment,Experiment Name,Condition,Run,Seed,Factor 1,Factor 1 Level,Factor 2,Factor 2 Level,Ticks,Completed Tasks,Failed Tasks,Completion Rate (%),Discovered Completion (%),Explored Area (%),Individual Tasks,Cooperative Tasks,Completed Cooperative Tasks,Total Bids,Unresolved Auction Rounds,Contracts Awarded,Contract Releases,Coalition Attempts,Coalitions Formed,Coalition Success (%),Coalition Formation Efficiency (%),Mean Coalition Delay,Task Value,Rewards Distributed,Mission Bonuses,Reward Gini,Contract Gini,Top 20% Reward Share (%),Information Coverage (%),Mean Reputation,Strategy Switches,Coordination Overhead,Mission Efficiency,Energy Used,Energy Remaining,Failed — Undiscovered,Failed — Auction/No Feasible,Failed — Deadline After Assignment,Failed — Other,Task State Pass,Energy Error,Reward Error,Reputation Bounds Pass,Strategy Validity Pass
BS03,Communication Degradation,Radius 4 / Failure 0.05,37,10,Communication Radius,4,Communication Failure Rate,0.05,278,27,3,90.0,90.0,64.70588235294117,20,10,8,2197,613,31,4,625,12,66.66666666666667,1.92,96.875,3371.167177930042,3371.167177930042,0.0,0.23866618212585644,0.24197530864197536,33.954446285967904,90.44444444444444,0.5009002653354542,68,119.62962962962963,0.880122460613794,634.3387639704174,1629.5192247128543,0,3,0,0,True,2.0463630789890885e-12,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,38,10,Communication Radius,4,Communication Failure Rate,0.35,275,29,1,96.66666666666667,96.66666666666667,63.590926566705114,20,10,9,2344,621,32,3,633,12,75.0,1.8957345971563981,111.22222222222223,3619.836690113696,3619.836690113696,0.0,0.3653387841337685,0.3733333333333333,41.26159037009985,92.66666666666667,0.503799377761325,77,115.89655172413794,0.9090377692838438,626.0531252133428,1637.8048634699298,0,1,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,39,10,Communication Radius,8,Communication Failure Rate,0.05,306,29,1,96.66666666666667,100.0,69.78085351787774,20,10,10,311,184,30,1,195,11,90.9090909090909,5.641025641025641,31.4,3591.6360409131416,3591.6360409131416,0.0,0.1741911778952765,0.18974358974358974,31.35758513386926,96.66666666666667,0.5044125808080315,47,32.96551724137931,2.2111696018475913,713.3150402900218,1550.5429483932517,1,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,40,10,Communication Radius,8,Communication Failure Rate,0.35,254,30,0,100.0,100.0,59.515570934256054,20,10,10,1304,393,34,4,407,14,71.42857142857143,3.43980343980344,64.0,3708.235354353045,3708.235354353045,0.0,0.2893627822287266,0.29726775956284146,35.95701147578344,97.11111111111111,0.5033991075813125,45,71.63333333333334,1.3793519123450635,567.389613386333,1696.4683752969397,0,0,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,41,11,Communication Radius,4,Communication Failure Rate,0.05,309,22,8,73.33333333333333,75.86206896551724,65.97462514417532,12,18,12,2368,1060,28,6,1078,18,66.66666666666667,1.6697588126159555,112.16666666666667,2930.575949832854,2930.575949832854,0.0,0.3130325563485319,0.32131147540983607,36.618789028706566,95.11111111111111,0.5000439984933823,70,175.36363636363637,0.6469982135557101,700.4962001939364,1587.0394082573491,1,7,0,0,True,0.0,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,42,11,Communication Radius,4,Communication Failure Rate,0.35,309,23,7,76.66666666666667,79.3103448275862,67.74317570165321,12,18,12,2840,1124,27,4,1140,16,75.0,1.4035087719298245,119.33333333333333,3134.5913758836746,3134.5913758836746,0.0,0.3659578494748934,0.2928571428571429,39.83253586342817,95.11111111111111,0.5028642944606881,77,190.30434782608697,0.617130837867784,712.2979114669348,1575.2376969843508,1,6,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,43,11,Communication Radius,8,Communication Failure Rate,0.05,309,26,4,86.66666666666667,89.65517241379311,67.20492118415994,12,18,14,2224,622,34,8,644,22,63.63636363636363,3.4161490683229814,66.73333333333333,3527.261302056697,3527.261302056697,0.0,0.3079675084397544,0.34774774774774775,38.16169691699692,96.66666666666667,0.4994140014664433,60,128.3846153846154,0.8842295585795397,710.0787045425454,1577.45690390874,1,2,0,1,True,4.547473508864641e-13,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,44,11,Communication Radius,8,Communication Failure Rate,0.35,307,28,2,93.33333333333333,93.33333333333333,66.93579392541331,12,18,16,2276,814,34,6,836,22,72.72727272727273,2.6315789473684212,87.625,3802.558803950139,3802.558803950139,0.0,0.2795724518366087,0.2894736842105263,34.00339098391092,100.0,0.5032290927626147,54,128.21428571428572,0.9012552907516648,686.180561790355,1601.3550466609315,0,2,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,45,12,Communication Radius,4,Communication Failure Rate,0.05,314,28,2,93.33333333333333,93.33333333333333,67.3202614379085,16,14,12,2399,924,32,4,940,16,75.0,1.702127659574468,132.0,3403.878545014737,3403.878545014737,0.0,0.39113754468644113,0.4258064516129032,42.19638768139223,99.11111111111111,0.503303622649663,81,134.78571428571428,0.760822006989232,725.9485894798948,1501.6927809347017,0,2,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,46,12,Communication Radius,4,Communication Failure Rate,0.35,308,30,0,100.0,100.0,67.3202614379085,16,14,14,2334,771,35,5,790,19,73.6842105263158,2.4050632911392404,104.35714285714286,3737.5573061044042,3737.5573061044042,0.0,0.38439957321600726,0.401904761904762,38.16550904714239,95.33333333333333,0.5019707921394181,63,118.03333333333333,0.881948528538942,720.8406280649222,1506.8007423496754,0,0,0,0,True,1.8189894035458565e-12,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,47,12,Communication Radius,8,Communication Failure Rate,0.05,315,28,2,93.33333333333333,100.0,68.35832372164552,16,14,14,2231,490,36,8,512,22,63.63636363636363,4.296875,78.57142857142857,3554.7453298682053,3554.7453298682053,0.0,0.3110167654190248,0.3111111111111111,33.87635110473937,93.33333333333333,0.49924550018621244,75,113.10714285714286,0.9204487874866869,720.9697023824046,1506.671668032192,2,0,0,0,True,1.1368683772161603e-12,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,48,12,Communication Radius,8,Communication Failure Rate,0.35,298,30,0,100.0,100.0,63.744713571703194,16,14,14,2156,580,36,6,600,20,70.0,3.3333333333333335,83.28571428571429,3737.5573061044042,3737.5573061044042,0.0,0.36438910706971317,0.37688888888888883,38.609474704507434,99.77777777777777,0.5018223837741619,43,106.6,0.9681654593687447,683.4530557631501,1544.188314651447,0,0,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,49,13,Communication Radius,4,Communication Failure Rate,0.05,265,26,4,86.66666666666667,89.65517241379311,61.783929257977704,16,14,11,1030,560,27,1,572,12,91.66666666666667,2.097902097902098,69.0,3196.25932406819,3196.25932406819,0.0,0.26677472258280166,0.28800000000000003,32.07396360285704,80.0,0.5071297594713176,67,75.03846153846153,1.2470357483673387,643.08556370805,1607.0545965259707,1,3,0,0,True,4.547473508864641e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,50,13,Communication Radius,4,Communication Failure Rate,0.35,305,28,2,93.33333333333333,93.33333333333333,68.319876970396,16,14,12,1325,542,32,4,558,16,75.0,2.867383512544803,62.166666666666664,3450.369586784878,3450.369586784878,0.0,0.2180224550787191,0.2835978835978836,30.223186973848655,96.44444444444444,0.5025424461786772,42,83.17857142857143,1.1442108624152612,732.5015129830648,1517.638647250957,0,2,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,51,13,Communication Radius,8,Communication Failure Rate,0.05,289,27,3,90.0,93.10344827586206,64.39830834294501,16,14,11,1301,322,28,1,334,12,91.66666666666667,3.592814371257485,35.18181818181818,3324.195520877958,3324.195520877958,0.0,0.34880687404170496,0.32266666666666666,38.55855527433409,93.55555555555556,0.5060284357370288,59,76.0,1.220478863982691,698.6813508022396,1551.4588094317808,1,2,0,0,True,2.2737367544323206e-13,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,52,13,Communication Radius,8,Communication Failure Rate,0.35,332,28,2,93.33333333333333,100.0,69.01191849288735,16,14,13,757,273,34,6,291,18,72.22222222222223,6.185567010309279,41.76923076923077,3460.128689556111,3460.128689556111,0.0,0.2629485829553837,0.2550724637681159,34.350034622746655,93.33333333333333,0.5010263450816926,56,52.892857142857146,1.5604465058756085,775.3965442119013,1474.7436160221202,2,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,53,14,Communication Radius,4,Communication Failure Rate,0.05,243,27,3,90.0,93.10344827586206,62.168396770472896,19,11,8,905,321,32,5,334,13,61.53846153846154,3.8922155688622753,54.5,3157.648218322429,3157.648218322429,0.0,0.21188280355819988,0.2981818181818181,29.08374722771923,86.88888888888889,0.5000851237928956,52,59.55555555555556,1.437842763317505,598.1012002709199,1732.6021291128507,1,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,54,14,Communication Radius,4,Communication Failure Rate,0.35,243,28,2,93.33333333333333,93.33333333333333,61.66858900422914,19,11,9,1603,562,30,2,573,11,81.81818181818181,1.9197207678883073,70.77777777777777,3298.1251272824784,3298.1251272824784,0.0,0.23527922097947407,0.261437908496732,33.38324720052137,87.33333333333333,0.5048726005150906,42,91.42857142857143,1.051702418935655,605.987012961566,1724.7163164222047,0,2,0,0,True,2.2737367544323206e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,55,14,Communication Radius,8,Communication Failure Rate,0.05,216,30,0,100.0,100.0,56.47827758554402,19,11,11,549,198,31,1,210,12,91.66666666666667,5.714285714285714,22.818181818181817,3612.5019936476406,3612.5019936476406,0.0,0.32836086603805703,0.37232704402515715,36.522267056926594,96.66666666666667,0.5084720449309155,37,39.86666666666667,2.129480807425855,534.4238330067324,1796.2794963770382,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,56,14,Communication Radius,8,Communication Failure Rate,0.35,274,28,2,93.33333333333333,96.55172413793103,69.51172625913111,19,11,9,500,169,28,0,178,9,100.0,5.056179775280899,27.0,3250.0087236993304,3250.0087236993304,0.0,0.2489389651040217,0.2787878787878788,32.23767231221753,94.44444444444444,0.505678851464918,47,38.607142857142854,1.849699228860147,688.0471312258186,1642.6561981579514,1,1,0,0,True,0.0,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,57,15,Communication Radius,4,Communication Failure Rate,0.05,340,22,8,73.33333333333333,73.33333333333333,75.00961168781238,11,19,11,3227,1279,24,2,1292,13,84.61538461538461,1.0061919504643964,91.0,2846.639784248452,2846.639784248452,0.0,0.35695425451712204,0.3194444444444444,40.072468924522894,100.0,0.5035026901622627,74,225.6818181818182,0.4969594154366603,807.1131936039739,1446.1116310079328,0,8,0,0,True,1.1368683772161603e-12,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,58,15,Communication Radius,4,Communication Failure Rate,0.35,340,21,9,70.0,70.0,75.74009996155326,11,19,10,3078,1029,25,4,1043,14,71.42857142857143,1.342281879194631,61.7,2633.591259634616,2633.591259634616,0.0,0.36613012592651417,0.2717948717948717,39.11432101146037,99.33333333333333,0.5016025389843197,80,216.04761904761904,0.49418330927542303,804.1788901086449,1449.0459345032618,0,9,0,0,True,4.547473508864641e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,59,15,Communication Radius,8,Communication Failure Rate,0.05,340,20,10,66.66666666666667,68.96551724137932,73.81776239907728,11,19,9,3324,707,24,4,720,13,69.23076923076923,1.8055555555555556,46.63636363636363,2464.150208555705,2464.150208555705,0.0,0.30578047665546904,0.25034013605442174,32.054107115167625,96.66666666666667,0.5000095856151267,95,224.8,0.4683432273451072,813.4195416558277,1439.8052829560793,1,7,0,2,True,0.0,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,60,15,Communication Radius,8,Communication Failure Rate,0.35,340,22,8,73.33333333333333,75.86206896551724,74.0484429065744,11,19,12,3071,672,25,3,687,15,80.0,2.183406113537118,41.92307692307692,2915.122445004021,2915.122445004021,0.0,0.27012097204089325,0.32592592592592595,32.04224979058035,96.66666666666667,0.5019141300448708,76,191.36363636363637,0.5855941286795691,816.05955052385,1437.1652740880572,1,6,0,1,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,61,16,Communication Radius,4,Communication Failure Rate,0.05,257,28,2,93.33333333333333,96.55172413793103,60.207612456747405,14,16,14,639,353,30,2,369,16,87.5,4.336043360433604,34.285714285714285,3479.4739804642886,3479.4739804642886,0.0,0.3319335051177068,0.25762711864406773,38.663031122881726,82.66666666666667,0.5063856319114156,41,48.142857142857146,1.7664563699870932,625.7480444930046,1699.623354786647,1,1,0,0,True,1.1368683772161603e-12,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,62,16,Communication Radius,4,Communication Failure Rate,0.35,235,28,2,93.33333333333333,96.55172413793103,57.70857362552864,14,16,14,670,423,28,0,437,14,100.0,3.203661327231121,38.285714285714285,3587.109956392815,3587.109956392815,0.0,0.24392164672967254,0.23267973856209156,32.940971283914564,82.88888888888889,0.5087808912448492,36,51.67857142857143,1.787288546453774,570.0122216751928,1755.3591776044586,1,1,0,0,True,6.821210263296962e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,63,16,Communication Radius,8,Communication Failure Rate,0.05,263,29,1,96.66666666666667,100.0,60.5920799692426,14,16,15,564,280,36,7,302,22,68.18181818181819,7.28476821192053,47.6,3688.2317668225555,3688.2317668225555,0.0,0.27514630318969147,0.1777777777777778,36.827242577008356,95.33333333333333,0.5028373194493628,35,45.13793103448276,1.9590077067866538,610.7040618805606,1714.6673373990898,1,0,0,0,True,0.0,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,64,16,Communication Radius,8,Communication Failure Rate,0.35,262,28,2,93.33333333333333,93.33333333333333,63.20645905420992,14,16,14,862,380,31,3,397,17,82.3529411764706,4.282115869017632,38.714285714285715,3542.8257436776084,3542.8257436776084,0.0,0.29340378972795267,0.2387096774193549,38.46438864032123,95.33333333333333,0.5060786495122696,47,60.142857142857146,1.554295058029562,623.3778603201513,1701.9935389594978,0,2,0,0,True,9.094947017729282e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,65,17,Communication Radius,4,Communication Failure Rate,0.05,270,27,3,90.0,96.42857142857143,61.399461745482505,19,11,8,2031,719,30,3,730,11,72.72727272727273,1.5068493150684932,99.25,3303.0353216750923,3303.0353216750923,0.0,0.3949819059251005,0.3866666666666667,41.705550639918236,90.44444444444444,0.5024852932549131,60,117.55555555555556,0.8735266160341949,645.2646587357017,1629.9933456866434,2,1,0,0,True,6.821210263296962e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,66,17,Communication Radius,4,Communication Failure Rate,0.35,284,27,3,90.0,96.42857142857143,64.97500961168781,19,11,8,1948,688,29,2,698,10,80.0,1.4326647564469914,103.5,3248.79152796179,3248.79152796179,0.0,0.5034358488237589,0.5248226950354611,49.927596729352594,90.0,0.504761772200398,71,112.4074074074074,0.882886382273332,665.7390844295518,1609.518919992792,2,1,0,0,True,0.0,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,67,17,Communication Radius,8,Communication Failure Rate,0.05,222,29,1,96.66666666666667,100.0,52.979623221837755,19,11,11,1114,324,32,3,338,14,78.57142857142857,4.1420118343195265,46.72727272727273,3676.4478095285504,3676.4478095285504,0.0,0.44688598068187724,0.4067796610169492,44.31710652578986,92.66666666666667,0.506225019592036,61,64.48275862068965,1.5602847040376295,515.2672889215769,1759.9907155007677,1,0,0,0,True,1.1368683772161603e-12,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,68,17,Communication Radius,8,Communication Failure Rate,0.35,263,28,2,93.33333333333333,100.0,59.438677431757014,19,11,10,864,230,32,4,244,14,71.42857142857143,5.737704918032787,53.9,3513.2189172184517,3513.2189172184517,0.0,0.45979816992485567,0.39770114942528734,46.35718735750892,88.22222222222223,0.5032339165152429,69,53.607142857142854,1.675884945747033,618.3365809413717,1656.9214234809726,2,0,0,0,True,6.821210263296962e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,69,18,Communication Radius,4,Communication Failure Rate,0.05,232,28,2,93.33333333333333,100.0,53.28719723183391,17,13,12,1050,449,36,8,468,19,63.1578947368421,4.05982905982906,99.58333333333333,3549.7078447960484,3549.7078447960484,0.0,0.3373281553226586,0.2851851851851852,36.40189770629141,90.44444444444444,0.4995004943186628,48,69.25,1.4633703685494808,527.7070671142417,1767.8753932826612,2,0,0,0,True,6.821210263296962e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,70,18,Communication Radius,4,Communication Failure Rate,0.35,342,27,3,90.0,90.0,73.31795463283352,17,13,11,2846,694,29,2,707,13,84.61538461538461,1.8387553041018387,100.9090909090909,3436.733793481407,3436.733793481407,0.0,0.31772394983081775,0.3506172839506172,35.532574178032746,95.11111111111111,0.5052356792364586,79,146.25925925925927,0.7243490404323771,804.582517055532,1490.9999433413718,0,3,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,71,18,Communication Radius,8,Communication Failure Rate,0.05,265,26,4,86.66666666666667,100.0,61.24567474048443,17,13,10,478,182,31,5,197,15,66.66666666666667,7.614213197969543,42.3,3109.7868206348453,3109.7868206348453,0.0,0.373580637819533,0.3254237288135593,38.053136306059436,86.44444444444444,0.5017430137562082,70,40.57692307692308,1.8746069286970022,618.9007396854066,1676.6817207114964,4,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,72,18,Communication Radius,8,Communication Failure Rate,0.35,284,29,1,96.66666666666667,96.66666666666667,62.70665128796617,17,13,12,1955,540,37,8,560,20,60.0,3.5714285714285716,100.16666666666667,3612.805868331225,3612.805868331225,0.0,0.403575251861102,0.33333333333333326,39.48248433987073,100.0,0.4979521852600798,75,101.89655172413794,1.00793793529625,648.353502152253,1647.2289582446508,0,1,0,0,True,2.2737367544323206e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,73,19,Communication Radius,4,Communication Failure Rate,0.05,248,28,2,93.33333333333333,93.33333333333333,60.51518646674356,19,11,10,1956,660,31,3,672,12,83.33333333333333,1.7857142857142858,79.5,3295.139453108747,3295.139453108747,0.0,0.3024283901227114,0.2666666666666666,37.703500429179314,92.0,0.5047773010818885,47,108.53571428571429,0.9129181726614899,606.4576182027489,1596.5979011900786,0,2,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,74,19,Communication Radius,4,Communication Failure Rate,0.35,267,27,3,90.0,90.0,62.82199154171472,19,11,8,1432,546,32,5,558,12,66.66666666666667,2.150537634408602,56.0,3166.6276005419913,3166.6276005419913,0.0,0.3713579387915644,0.35128205128205137,39.13595829180646,87.33333333333333,0.5016464105962368,58,87.22222222222223,1.0625203367443345,634.2983444484888,1568.7571749443393,0,3,0,0,True,1.8189894035458565e-12,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,75,19,Communication Radius,8,Communication Failure Rate,0.05,267,27,3,90.0,93.10344827586206,61.937716262975776,19,11,9,2251,440,30,3,452,12,75.0,2.6548672566371683,35.0,3223.2240955789375,3223.2240955789375,0.0,0.28302532237448474,0.2666666666666666,32.432767573045446,96.66666666666667,0.5028182693938539,39,115.85185185185185,0.8626374725579092,627.4758639818549,1575.5796554109727,1,2,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,76,19,Communication Radius,8,Communication Failure Rate,0.35,267,28,2,93.33333333333333,93.33333333333333,64.59054209919262,19,11,9,2046,496,33,5,508,12,75.0,2.3622047244094486,45.333333333333336,3321.871116796987,3321.871116796987,0.0,0.22347405651212027,0.18181818181818188,31.813836864676144,100.0,0.5025893474627269,31,107.89285714285714,0.9172797441062448,646.4373402888837,1556.6181791039426,0,2,0,0,True,2.2737367544323206e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,77,20,Communication Radius,4,Communication Failure Rate,0.05,292,25,5,83.33333333333333,89.28571428571429,65.12879661668589,18,12,8,2373,740,29,4,752,12,66.66666666666667,1.5957446808510638,91.25,2777.647305018509,2777.647305018509,0.0,0.3597135502393336,0.21176470588235285,38.252700451291965,85.33333333333333,0.5014840387142945,88,139.56,0.6630709598301147,714.0649316479943,1640.484623977147,2,3,0,0,True,4.547473508864641e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,78,20,Communication Radius,4,Communication Failure Rate,0.35,292,27,3,90.0,90.0,67.62783544790466,18,12,9,2202,699,27,0,708,9,100.0,1.271186440677966,57.77777777777778,2948.643723754381,2948.643723754381,0.0,0.28290671527279176,0.26060606060606073,36.03694361166537,95.77777777777777,0.5059691753842567,58,123.03703703703704,0.731643262821237,729.1658931216393,1625.3836625035024,0,3,0,0,True,2.2737367544323206e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,79,20,Communication Radius,8,Communication Failure Rate,0.05,292,28,2,93.33333333333333,93.33333333333333,64.62898885044214,18,12,10,1616,447,32,4,461,14,71.42857142857143,3.036876355748373,55.2,3177.9354556643693,3177.9354556643693,0.0,0.19319357368952317,0.193103448275862,29.55918492827576,100.0,0.502211213281848,59,90.17857142857143,0.9920557238830094,705.384022850651,1649.1655327744909,0,2,0,0,True,0.0,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,80,20,Communication Radius,8,Communication Failure Rate,0.35,292,26,4,86.66666666666667,86.66666666666667,67.1280276816609,18,12,8,2484,602,28,2,612,10,80.0,1.6339869281045751,70.875,2866.6930970352855,2866.693097035285,0.0,0.33324904037941483,0.24680851063829778,39.32099196934378,100.0,0.5032804571939825,63,135.8846153846154,0.6774273178812114,716.7353040934905,1637.814251531651,0,4,0,0,True,0.0,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,81,21,Communication Radius,4,Communication Failure Rate,0.05,325,29,1,96.66666666666667,96.66666666666667,71.51095732410612,21,9,8,1749,533,34,5,546,13,61.53846153846154,2.380952380952381,116.125,3240.816494119179,3240.816494119179,0.0,0.4266602690183865,0.45614035087719307,44.37127169306781,99.11111111111111,0.5007870025715487,95,94.0,0.9245111619932709,797.4379301726242,1385.6587406012295,0,1,0,0,True,1.8189894035458565e-12,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,82,21,Communication Radius,4,Communication Failure Rate,0.35,236,27,3,90.0,96.42857142857143,58.8235294117647,21,9,9,784,384,30,3,396,12,75.0,3.0303030303030303,86.55555555555556,3075.8719024808797,3075.8719024808797,0.0,0.35960489099284154,0.36410256410256414,39.22114496982827,78.88888888888889,0.5040992932508659,54,56.51851851851852,1.4737729527888355,587.0731116759716,1596.0235590978807,2,1,0,0,True,6.821210263296962e-13,0.0,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,83,21,Communication Radius,8,Communication Failure Rate,0.05,229,29,1,96.66666666666667,100.0,54.97885428681276,21,9,9,827,274,33,4,287,13,69.23076923076923,4.529616724738676,52.77777777777778,3256.0318837157806,3256.0318837157806,0.0,0.34643164221986855,0.3034482758620689,38.729517380808794,95.11111111111111,0.5039581104988419,48,53.13793103448276,1.57929126405458,547.7044859454454,1635.3921848284072,1,0,0,0,True,9.094947017729282e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,84,21,Communication Radius,8,Communication Failure Rate,0.35,329,29,1,96.66666666666667,96.66666666666667,70.4728950403691,21,9,8,2109,456,35,6,469,13,61.53846153846154,2.771855010660981,75.33333333333333,3240.6032353750006,3240.6032353750006,0.0,0.23869980879775676,0.2528735632183907,31.116864998800832,100.0,0.5006971595131318,61,104.41379310344827,0.8551933496065631,790.32230572871,1392.7743650451418,0,0,0,1,True,4.547473508864641e-13,1.3642420526593924e-12,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,85,22,Communication Radius,4,Communication Failure Rate,0.05,271,29,1,96.66666666666667,96.66666666666667,62.168396770472896,17,13,12,2276,647,33,4,663,16,75.0,2.4132730015082955,64.41666666666667,3323.373331122535,3323.373331122535,0.0,0.2949195304515684,0.1683060109289618,35.42119276470915,98.88888888888889,0.5044912742044506,49,116.13793103448276,0.8292777656302236,660.5514729336578,1608.11899834724,0,1,0,0,True,2.2737367544323206e-13,0.0,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.35,86,22,Communication Radius,4,Communication Failure Rate,0.35,255,27,3,90.0,96.42857142857143,62.014609765474816,17,13,11,1375,663,30,3,677,14,78.57142857142857,2.06794682422452,75.18181818181819,3034.488917430504,3034.488917430504,0.0,0.2846156848135266,0.2238095238095239,36.66092659244821,90.0,0.5033207798731948,39,90.29629629629629,0.9962249482346558,624.9876785937962,1643.6827926871017,2,1,0,0,True,1.3642420526593924e-12,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.05,87,22,Communication Radius,8,Communication Failure Rate,0.05,223,30,0,100.0,100.0,55.40176855055748,17,13,13,839,227,32,2,242,15,86.66666666666667,6.198347107438017,29.307692307692307,3407.506705030622,3407.506705030622,0.0,0.1644645564886309,0.19770114942528738,30.398615091417103,96.0,0.5070563371975189,27,51.13333333333333,1.675661760604809,554.5289526453867,1714.14151863551,0,0,0,0,True,4.547473508864641e-13,4.547473508864641e-13,True,True
BS03,Communication Degradation,Radius 8 / Failure 0.35,88,22,Communication Radius,8,Communication Failure Rate,0.35,273,29,1,96.66666666666667,100.0,64.32141484044598,17,13,13,1054,284,30,1,298,14,92.85714285714286,4.697986577181208,27.846153846153847,3312.085977192938,3312.085977192938,0.0,0.31512072687642334,0.23809523809523814,36.734989525908716,96.44444444444444,0.5065134751356724,49,61.58620689655172,1.358636048600167,682.8022212832155,1585.8682499976808,1,0,0,0,True,9.094947017729282e-13,9.094947017729282e-13,True,True
BS03,Communication Degradation,Radius 4 / Failure 0.05,89,23,Communication Radius,4,Communication Failure Rate,0.05,303,23,7,76.66666666666667,79.3103448275862,68.97347174163784,15,15,9,2025,752,26,3,764,12,75.0,1.5706806282722514,70.22222222222223,2672.9268266922572,2672.9268266922572,0.0,0.2145209757409281,0.2376811594202899,29.26716166668369,91.55555555555556,0.5027595241378603,67,138.69565217391303,0.6920639151157655,703.2542922861993,1524.2236292868697,1,6,0,0,True,2.2737367544323206e-13,0.0,True,True
